district_id,district_name,county_id,county_name,nuts3_code,is_budapest_district,pop,jobseekers,jobseeker_rate,county_cases,pop_share,lambda,lambda_lo,lambda_hi,county_child_pop,pop_child,pop_u5,burden_rate,burden_rate_u5,komplex_mutato,kedvezmenyezett_290,komplex_program_290,deprivation_290,evidence_class,confidence,vacant_paed,vacant_any,vacant_paed_practice_rate
017,Budapest 17. ker.,01,főváros,,True,54142.0,897.5,0.016576779579623953,274,0.04893183596962615,13.407323055677566,6.703661527838783,20.11098458351635,210663,10308.127360869354,3504.7633026955805,130.06555493845622,3.825457498189888,7062,0,0,-1.5223575584095388,estimated,low,5.0,5.0,9.234974696169333
018,Budapest 18. ker.,01,főváros,,True,64248.0,1141.5833333333333,0.017768387083385215,274,0.05806532077456578,15.909897892231024,7.954948946115512,23.864846838346537,210663,12232.214670332352,4158.9529879130005,130.0655549384562,3.8254574981898872,7520,0,0,-1.8135546944085617,estimated,low,7.0,7.0,10.895280786950567
019,Budapest 19. ker.,01,főváros,,True,36529.0,656.0,0.017958334473979577,274,0.03301376077969919,9.045770453637578,4.522885226818789,13.568655680456366,210663,6954.7778871337705,2364.624481625482,130.06555493845622,3.825457498189888,7277,0,0,-1.6590549039112636,estimated,low,13.0,13.0,35.5881628295327
020,Budapest 20. ker.,01,főváros,,True,40685.0,800.3333333333334,0.019671459587890707,274,0.036769822807141216,10.074931449156693,5.037465724578347,15.11239717373504,210663,7746.04118202079,2633.6540018870687,130.06555493845622,3.825457498189888,6938,0,0,-1.4435181591434278,estimated,low,8.0,8.0,19.663266560157307
021,Budapest 21. ker.,01,főváros,,True,46149.0,940.75,0.020385057097661922,274,0.04170801407709868,11.427995857125039,5.713997928562519,17.141993785687557,210663,8786.33536952384,2987.3540256381057,130.0655549384562,3.825457498189888,6865,0,0,-1.39710464183354,estimated,low,10.0,10.0,21.668941905566754
022,Budapest 22. ker.,01,főváros,,True,35800.0,549.6666666666666,0.015353817504655493,274,0.03235491351838898,8.86524630403858,4.43262315201929,13.297869456057871,210663,6815.983146524377,2317.434269818288,130.06555493845622,3.8254574981898886,7405,0,0,-1.7404375096053137,estimated,low,2.0,2.0,5.58659217877095
023,Budapest 23. ker.,01,főváros,,True,14988.0,255.08333333333334,0.017019170892269373,274,0.013545682788089777,3.711517083936599,1.8557585419682996,5.567275625904899,210663,2853.574173187357,970.2152188837014,130.06555493845622,3.825457498189888,6397,0,0,-1.0995494897646696,estimated,low,1.0,1.0,6.6720042700827324
024,Bólyi,02,Baranya,,False,7086.0,276.33333333333337,0.038997083450936124,135,0.030955262088759386,4.178960381982517,2.0894801909912584,6.268440572973775,46670,1444.6820816824006,491.19190777201624,289.26505249625023,8.507795661654418,4105,1,0,0.3577077934444142,estimated,low,0.0,0.0,0.0
025,Hegyháti,02,Baranya,,False,7102.0,646.0,0.09096029287524642,135,0.03102515824927592,4.188396363652249,2.0941981818261244,6.282594545478373,46670,1447.944135493707,492.30100606786044,289.26505249625023,8.50779566165442,2863,1,1,1.1473733893194935,estimated,low,0.0,3.0,0.0
026,Komlói,02,Baranya,,False,20141.0,1099.5,0.054590139516409314,135,0.08798616056021773,11.878131675629394,5.939065837814697,17.817197513444093,46670,4106.314113345361,1396.146798537423,289.26505249625035,8.50779566165442,4716,0,0,-0.030766988423277835,estimated,low,4.0,4.0,19.859987091008392
027,Mohácsi,02,Baranya,,False,20301.0,950.25,0.04680803901285651,135,0.08868512216538306,11.972491492326713,5.986245746163356,17.95873723849007,46670,4138.934651458428,1407.2377814958654,289.26505249625023,8.50779566165442,4308,1,0,0.2286400672265067,estimated,low,0.0,3.0,0.0
028,Pécsi,02,Baranya,,False,113947.0,2474.5,0.021716236495914767,135,0.497778612648584,67.20011270755883,33.600056353779415,100.80016906133824,46670,23231.327852309412,7898.651469785201,289.2650524962503,8.50779566165442,6051,0,0,-0.8795621337479405,estimated,low,4.0,4.0,3.5104039597356667
029,Pécsváradi,02,Baranya,,False,6738.0,252.5,0.03747402790145444,135,0.029435020597524803,3.9737277806658486,1.9868638903329243,5.960591670998773,46670,1373.7324112864826,467.06901983740414,289.2650524962503,8.50779566165442,4132,1,0,0.3405411500558255,estimated,low,0.0,0.0,0.0
